date,total_cases,total_deaths,total_vaccinations,positive_rate
2023-02-06,828171.0,9580.0,,
2023-02-07,828236.0,9582.0,,
2023-02-08,828294.0,9583.0,,
2023-02-09,828356.0,9586.0,,
2023-02-10,828410.0,9587.0,,
2023-02-11,828456.0,9590.0,,
2023-02-12,828486.0,9591.0,,
2023-02-13,828525.0,9592.0,,
2023-02-14,828595.0,9593.0,,
2023-02-15,828662.0,9595.0,,
2023-02-16,828729.0,9596.0,,
2023-02-17,828793.0,9598.0,,
2023-02-18,828842.0,9599.0,,
2023-02-19,828874.0,9600.0,,
2023-02-20,828917.0,9602.0,,
2023-02-21,828983.0,9605.0,,
2023-02-22,829041.0,9606.0,,
2023-02-23,829095.0,9607.0,,
2023-02-24,829137.0,9608.0,,
2023-02-25,829185.0,9611.0,,
2023-02-26,829228.0,9613.0,,
2023-02-27,829287.0,9614.0,,
2023-02-28,829388.0,9614.0,,
2023-03-01,829478.0,9614.0,,
2023-03-02,829554.0,9615.0,,
2023-03-03,829624.0,9617.0,,
2023-03-04,829688.0,9617.0,,
2023-03-05,829730.0,9617.0,,
2023-03-06,829784.0,9617.0,,
2023-03-07,829882.0,9617.0,,
2023-03-08,829955.0,9618.0,,
2023-03-09,830044.0,9618.0,,
2023-03-10,830127.0,9618.0,,
2023-03-11,830223.0,9619.0,,
2023-03-12,830293.0,9621.0,,
2023-03-13,830400.0,9621.0,,
2023-03-14,830568.0,9622.0,,
2023-03-15,830731.0,9622.0,,
2023-03-16,830870.0,9623.0,,
2023-03-17,831115.0,9623.0,,
2023-03-18,831202.0,9624.0,,
2023-03-19,831311.0,9624.0,,
2023-03-20,831502.0,9624.0,,
2023-03-21,831681.0,9624.0,,
2023-03-22,831859.0,9624.0,,
2023-03-23,832036.0,9626.0,,
2023-03-24,832171.0,9626.0,,
2023-03-25,832281.0,9627.0,,
2023-03-26,832429.0,9627.0,,
2023-03-27,832709.0,9629.0,,
2023-03-28,832975.0,9630.0,,
2023-03-29,833245.0,9630.0,,
2023-03-30,833499.0,9630.0,,
2023-03-31,833727.0,9631.0,,
2023-04-01,833880.0,9631.0,,
2023-04-02,834067.0,9631.0,,
2023-04-03,834422.0,9631.0,,
2023-04-04,834825.0,9631.0,,
2023-04-05,835224.0,9632.0,,
2023-04-06,835611.0,9634.0,,
2023-04-07,835967.0,9634.0,,
2023-04-08,836196.0,9635.0,,
2023-04-09,836442.0,9635.0,,
2023-04-10,836878.0,9635.0,,
2023-04-11,837279.0,9636.0,,
2023-04-12,837622.0,9637.0,,
2023-04-13,837892.0,9637.0,,
2023-04-14,838117.0,9637.0,,
2023-04-15,838246.0,9637.0,,
2023-04-16,838375.0,9638.0,,
2023-04-17,838541.0,9638.0,,
2023-04-18,838690.0,9639.0,,
2023-04-19,838822.0,9639.0,,
2023-04-20,838953.0,9639.0,,
2023-04-21,839069.0,9640.0,,
2023-04-22,839132.0,9640.0,,
2023-04-23,839219.0,9641.0,,
2023-04-24,839347.0,9641.0,,
2023-04-25,839491.0,9642.0,,
2023-04-26,839704.0,9642.0,,
2023-04-27,839965.0,9642.0,,
2023-04-28,840200.0,9642.0,,
2023-04-29,840337.0,9643.0,,
2023-04-30,840525.0,9644.0,,
2023-05-01,840812.0,9644.0,,
2023-05-02,841020.0,9644.0,,
2023-05-03,841196.0,9645.0,,
2023-05-04,841348.0,9646.0,,
2023-05-05,841469.0,9646.0,,
2023-05-06,841469.0,9646.0,,
2023-05-07,841469.0,9646.0,,
2023-05-08,841469.0,9646.0,,
2023-05-09,841469.0,9646.0,,
2023-05-10,841469.0,9646.0,,
2023-05-11,841469.0,9646.0,,
2023-05-12,841469.0,9646.0,,
2023-05-13,841469.0,9646.0,,
2023-05-14,841469.0,9646.0,,
2023-05-15,841469.0,9646.0,,
2023-05-16,841469.0,9646.0,,
2023-05-17,841469.0,9646.0,,
2023-05-18,841469.0,9646.0,,
2023-05-19,841469.0,9646.0,,
2023-05-20,841469.0,9646.0,,
2023-05-21,841469.0,9646.0,,
2023-05-22,841469.0,9646.0,,
2023-05-23,841469.0,9646.0,,
2023-05-24,841469.0,9646.0,,
2023-05-25,841469.0,9646.0,,
2023-05-26,841469.0,9646.0,,
2023-05-27,841469.0,9646.0,,
2023-05-28,841469.0,9646.0,,
2023-05-29,841469.0,9646.0,,
2023-05-30,841469.0,9646.0,,
2023-05-31,841469.0,9646.0,,
2023-06-01,841469.0,9646.0,,
2023-06-02,841469.0,9646.0,,
2023-06-03,841469.0,9646.0,,
2023-06-04,841469.0,9646.0,,
2023-06-05,841469.0,9646.0,,
2023-06-06,841469.0,9646.0,,
2023-06-07,841469.0,9646.0,,
2023-06-08,841469.0,9646.0,,
2023-06-09,841469.0,9646.0,,
2023-06-10,841469.0,9646.0,,
2023-06-11,841469.0,9646.0,,
2023-06-12,841469.0,9646.0,,
2023-06-13,841469.0,9646.0,,
2023-06-14,841469.0,9646.0,,
2023-06-15,841469.0,9646.0,,
2023-06-16,841469.0,9646.0,,
2023-06-17,841469.0,9646.0,,
2023-06-18,841469.0,9646.0,,
2023-06-19,841469.0,9646.0,,
2023-06-20,841469.0,9646.0,,
2023-06-21,841469.0,9646.0,,
2023-06-22,841469.0,9646.0,,
2023-06-23,841469.0,9646.0,,
2023-06-24,841469.0,9646.0,,
2023-06-25,841469.0,9646.0,,
2023-06-26,841469.0,9646.0,,
2023-06-27,841469.0,9646.0,,
2023-06-28,841469.0,9646.0,,
2023-06-29,841469.0,9646.0,,
2023-06-30,841469.0,9646.0,,
2023-07-01,841469.0,9646.0,,
2023-07-02,841469.0,9646.0,,
2023-07-03,841469.0,9646.0,,
2023-07-04,841469.0,9646.0,,
2023-07-05,841469.0,9646.0,,
2023-07-06,841469.0,9646.0,,
2023-07-07,841469.0,9646.0,,
2023-07-08,841469.0,9646.0,,
2023-07-09,841469.0,9646.0,,
2023-07-10,841469.0,9646.0,,
2023-07-11,841469.0,9646.0,,
2023-07-12,841469.0,9646.0,,
2023-07-13,841469.0,9646.0,,
2023-07-14,841469.0,9646.0,,
2023-07-15,841469.0,9646.0,,
2023-07-16,841469.0,9646.0,,
2023-07-17,841469.0,9646.0,,
2023-07-18,841469.0,9646.0,,
2023-07-19,841469.0,9646.0,,
2023-07-20,841469.0,9646.0,,
2023-07-21,841469.0,9646.0,,
2023-07-22,841469.0,9646.0,,
2023-07-23,841469.0,9646.0,,
2023-07-24,841469.0,9646.0,,
2023-07-25,841469.0,9646.0,,
2023-07-26,841469.0,9646.0,,
2023-07-27,841469.0,9646.0,,
2023-07-28,841469.0,9646.0,,
2023-07-29,841469.0,9646.0,,
2023-07-30,841469.0,9646.0,,
2023-07-31,841469.0,9646.0,,
2023-08-01,841469.0,9646.0,,
2023-08-02,841469.0,9646.0,,
2023-08-03,841469.0,9646.0,,
2023-08-04,841469.0,9646.0,,
2023-08-05,841469.0,9646.0,,
2023-08-06,841469.0,9646.0,,
2023-08-07,841469.0,9646.0,,
2023-08-08,841469.0,9646.0,,
2023-08-09,841469.0,9646.0,,
2023-08-10,841469.0,9646.0,,
2023-08-11,841469.0,9646.0,,
2023-08-12,841469.0,9646.0,,
2023-08-13,841469.0,9646.0,,
2023-08-14,841469.0,9646.0,,
2023-08-15,841469.0,9646.0,,
2023-08-16,841469.0,9646.0,,
2023-08-17,841469.0,9646.0,,
2023-08-18,841469.0,9646.0,,
2023-08-19,841469.0,9646.0,,
2023-08-20,841469.0,9646.0,,
2023-08-21,841469.0,9646.0,,
2023-08-22,841469.0,9646.0,,
2023-08-23,841469.0,9646.0,,
2023-08-24,841469.0,9646.0,,
2023-08-25,841469.0,9646.0,,
2023-08-26,841469.0,9646.0,,
2023-08-27,841469.0,9646.0,,
2023-08-28,841469.0,9646.0,,
2023-08-29,841469.0,9646.0,,
2023-08-30,841469.0,9646.0,,
2023-08-31,841469.0,9646.0,,
2023-09-01,841469.0,9646.0,,
2023-09-02,841469.0,9646.0,,
2023-09-03,841469.0,9646.0,,
2023-09-04,841469.0,9646.0,,
2023-09-05,841469.0,9646.0,,
2023-09-06,841469.0,9646.0,,
2023-09-07,841469.0,9646.0,,
2023-09-08,841469.0,9646.0,,
2023-09-09,841469.0,9646.0,,
2023-09-10,841469.0,9646.0,,
2023-09-11,841469.0,9646.0,,
2023-09-12,841469.0,9646.0,,
2023-09-13,841469.0,9646.0,,
2023-09-14,841469.0,9646.0,,
2023-09-15,841469.0,9646.0,,
2023-09-16,841469.0,9646.0,,
2023-09-17,841469.0,9646.0,,
2023-09-18,841469.0,9646.0,,
2023-09-19,841469.0,9646.0,,
2023-09-20,841469.0,9646.0,,
2023-09-21,841469.0,9646.0,,
2023-09-22,841469.0,9646.0,,
2023-09-23,841469.0,9646.0,,
2023-09-24,841469.0,9646.0,,
2023-09-25,841469.0,9646.0,,
2023-09-26,841469.0,9646.0,,
2023-09-27,841469.0,9646.0,,
2023-09-28,841469.0,9646.0,,
2023-09-29,841469.0,9646.0,,
2023-09-30,841469.0,9646.0,,
2023-10-01,841469.0,9646.0,,
2023-10-02,841469.0,9646.0,,
2023-10-03,841469.0,9646.0,,
2023-10-04,841469.0,9646.0,,
2023-10-05,841469.0,9646.0,,
2023-10-06,841469.0,9646.0,,
2023-10-07,841469.0,9646.0,,
2023-10-08,841469.0,9646.0,,
2023-10-09,841469.0,9646.0,,
2023-10-10,841469.0,9646.0,,
2023-10-11,841469.0,9646.0,,
2023-10-12,841469.0,9646.0,,
2023-10-13,841469.0,9646.0,,
2023-10-14,841469.0,9646.0,,
2023-10-15,841469.0,9646.0,,
2023-10-16,841469.0,9646.0,,
2023-10-17,841469.0,9646.0,,
2023-10-18,841469.0,9646.0,,
2023-10-19,841469.0,9646.0,,
2023-10-20,841469.0,9646.0,,
2023-10-21,841469.0,9646.0,,
2023-10-22,841469.0,9646.0,,
2023-10-23,841469.0,9646.0,,
2023-10-24,841469.0,9646.0,,
2023-10-25,841469.0,9646.0,,
2023-10-26,841469.0,9646.0,,
2023-10-27,841469.0,9646.0,,
2023-10-28,841469.0,9646.0,,
2023-10-29,841469.0,9646.0,,
2023-10-30,841469.0,9646.0,,
2023-10-31,841469.0,9646.0,,
2023-11-01,841469.0,9646.0,,
2023-11-02,841469.0,9646.0,,
2023-11-03,841469.0,9646.0,,
2023-11-04,841469.0,9646.0,,
2023-11-05,841469.0,9646.0,,
2023-11-06,841469.0,9646.0,,
2023-11-07,841469.0,9646.0,,
2023-11-08,841469.0,9646.0,,
2023-11-09,841469.0,9646.0,,
2023-11-10,841469.0,9646.0,,
2023-11-11,841469.0,9646.0,,
2023-11-12,841469.0,9646.0,,
2023-11-13,841469.0,9646.0,,
2023-11-14,841469.0,9646.0,,
2023-11-15,841469.0,9646.0,,
2023-11-16,841469.0,9646.0,,
2023-11-17,841469.0,9646.0,,
2023-11-18,841469.0,9646.0,,
2023-11-19,841469.0,9646.0,,
2023-11-20,841469.0,9646.0,,
2023-11-21,841469.0,9646.0,,
2023-11-22,841469.0,9646.0,,
2023-11-23,841469.0,9646.0,,
2023-11-24,841469.0,9646.0,,
2023-11-25,841469.0,9646.0,,
2023-11-26,841469.0,9646.0,,
2023-11-27,841469.0,9646.0,,
2023-11-28,841469.0,9646.0,,
2023-11-29,841469.0,9646.0,,
2023-11-30,841469.0,9646.0,,
2023-12-01,841469.0,9646.0,,
2023-12-02,841469.0,9646.0,,
2023-12-03,841469.0,9646.0,,
2023-12-04,841469.0,9646.0,,
2023-12-05,841469.0,9646.0,,
2023-12-06,841469.0,9646.0,,
2023-12-07,841469.0,9646.0,,
2023-12-08,841469.0,9646.0,,
2023-12-09,841469.0,9646.0,,
2023-12-10,841469.0,9646.0,,
2023-12-11,841469.0,9646.0,,
2023-12-12,841469.0,9646.0,,
2023-12-13,841469.0,9646.0,,
2023-12-14,841469.0,9646.0,,
2023-12-15,841469.0,9646.0,,
2023-12-16,841469.0,9646.0,,
2023-12-17,841469.0,9646.0,,
2023-12-18,841469.0,9646.0,,
2023-12-19,841469.0,9646.0,,
2023-12-20,841469.0,9646.0,,
2023-12-21,841469.0,9646.0,,
2023-12-22,841469.0,9646.0,,
2023-12-23,841469.0,9646.0,,
2023-12-24,841469.0,9646.0,,
2023-12-25,841469.0,9646.0,,
2023-12-26,841469.0,9646.0,,
2023-12-27,841469.0,9646.0,,
2023-12-28,841469.0,9646.0,,
2023-12-29,841469.0,9646.0,,
2023-12-30,841469.0,9646.0,,
2023-12-31,841469.0,9646.0,,
